0.4664,0.4310,0.3590,0.2682,0.1907,0.1629,0.2042,0.2880,0.3946,0.4831,0.5359,0.5480,0.5586,0.5724,0.6075,0.6513,0.7064,0.7416,0.7545,0.7416,0.7082,0.6567,0.5957,0.5442,0.5190,0.5165,0.5374,0.5748,0.6082,0.6344,0.6508,0.6495,0.6223,0.5853,0.5323,0.4886,0.4698,0.4860,0.5229,0.5631,0.5778,0.5508,0.4948,0.4202,0.3660,0.3488,0.3866,0.4649,0.5725,0.6704,0.7427,0.7766,0.7545,0.6979,0.6366,0.5830,0.5427,0.5086,0.4448,0.3649,0.2839,0.1821,0.1108,0.0954,0.1131,0.1700,0.2768,0.4028,0.5403,0.6645,0.7401,0.7770,0.7707,0.7549,0.7439
0.4714,0.4400,0.3690,0.2781,0.2025,0.1757,0.2158,0.2984,0.4007,0.4839,0.5332,0.5380,0.5389,0.5463,0.5768,0.6202,0.6773,0.7158,0.7362,0.7308,0.6995,0.6533,0.6017,0.5554,0.5301,0.5274,0.5440,0.5762,0.6087,0.6362,0.6526,0.6545,0.6315,0.5925,0.5425,0.5030,0.4840,0.4998,0.5354,0.5683,0.5796,0.5525,0.4935,0.4230,0.3761,0.3621,0.4012,0.4808,0.5843,0.6772,0.7457,0.7777,0.7577,0.7055,0.6485,0.5971,0.5480,0.4974,0.4315,0.3474,0.2643,0.1715,0.1138,0.0963,0.1141,0.1714,0.2737,0.3985,0.5335,0.6563,0.7316,0.7718,0.7699,0.7566,0.7469
0.5067,0.4794,0.4124,0.3265,0.2528,0.2248,0.2572,0.3289,0.4170,0.4870,0.5222,0.5133,0.4979,0.4889,0.5069,0.5443,0.5999,0.6424,0.6758,0.6835,0.6673,0.6390,0.6093,0.5743,0.5540,0.5481,0.5512,0.5691,0.5948,0.6209,0.6409,0.6516,0.6362,0.6036,0.5618,0.5305,0.5179,0.5361,0.5690,0.5941,0.5966,0.5669,0.5125,0.4541,0.4216,0.4191,0.4606,0.5337,0.6216,0.6975,0.7520,0.7758,0.7578,0.7174,0.6733,0.6207,0.5500,0.4820,0.3943,0.2985,0.2190,0.1529,0.1100,0.1073,0.1279,0.1789,0.2716,0.3865,0.5103,0.6281,0.7086,0.7543,0.7636,0.7595,0.7532
0.5547,0.5273,0.4631,0.3862,0.3174,0.2909,0.3175,0.3770,0.4456,0.4962,0.5090,0.4786,0.4436,0.4128,0.4106,0.4344,0.4881,0.5369,0.5833,0.6082,0.6205,0.6195,0.6123,0.5959,0.5826,0.5692,0.5569,0.5565,0.5683,0.5941,0.6201,0.6387,0.6340,0.6160,0.5824,0.5591,0.5593,0.5797,0.6075,0.6275,0.6191,0.5818,0.5351,0.4897,0.4676,0.4779,0.5222,0.5838,0.6522,0.7085,0.7448,0.7615,0.7519,0.7338,0.7123,0.6716,0.6012,0.5237,0.4134,0.3049,0.2270,0.1669,0.1313,0.1371,0.1573,0.1978,0.2764,0.3747,0.4847,0.5938,0.6747,0.7268,0.7474,0.7523,0.7494
0.6177,0.6006,0.5454,0.4744,0.4124,0.3885,0.3996,0.4352,0.4799,0.5036,0.4930,0.4443,0.3884,0.3376,0.3162,0.3242,0.3675,0.4192,0.4740,0.5148,0.5533,0.5789,0.5984,0.6034,0.5983,0.5767,0.5481,0.5310,0.5324,0.5569,0.5847,0.6091,0.6110,0.5985,0.5744,0.5653,0.5784,0.6072,0.6322,0.6413,0.6250,0.5873,0.5464,0.5192,0.5167,0.5399,0.5834,0.6320,0.6759,0.7055,0.7197,0.7272,0.7247,0.7233,0.7220,0.6988,0.6382,0.5608,0.4508,0.3479,0.2758,0.2294,0.2034,0.2102,0.2247,0.2538,0.3071,0.3807,0.4735,0.5674,0.6417,0.6976,0.7304,0.7423,0.7429
0.6941,0.6759,0.6226,0.5638,0.5064,0.4766,0.4772,0.4949,0.5115,0.5095,0.4785,0.4157,0.3435,0.2749,0.2355,0.2299,0.2597,0.3066,0.3704,0.4269,0.4852,0.5343,0.5771,0.5964,0.5922,0.5639,0.5198,0.4905,0.4850,0.5063,0.5337,0.5648,0.5703,0.5604,0.5489,0.5553,0.5797,0.6153,0.6399,0.6426,0.6189,0.5790,0.5432,0.5305,0.5415,0.5712,0.6126,0.6471,0.6707,0.6786,0.6756,0.6756,0.6810,0.6929,0.7107,0.7070,0.6597,0.5945,0.5063,0.4208,0.3631,0.3324,0.3139,0.3117,0.3116,0.3202,0.3472,0.3940,0.4595,0.5357,0.6036,0.6591,0.7006,0.7179,0.7207
0.7675,0.7483,0.7009,0.6542,0.6013,0.5685,0.5575,0.5539,0.5435,0.5211,0.4720,0.4025,0.3245,0.2481,0.1942,0.1741,0.1885,0.2276,0.2913,0.3570,0.4318,0.4972,0.5521,0.5774,0.5701,0.5376,0.4877,0.4465,0.4259,0.4433,0.4673,0.4949,0.5042,0.5080,0.5063,0.5212,0.5541,0.5929,0.6174,0.6192,0.5915,0.5537,0.5290,0.5264,0.5438,0.5770,0.6137,0.6345,0.6393,0.6290,0.6145,0.6074,0.6150,0.6379,0.6755,0.6910,0.6687,0.6383,0.5815,0.5199,0.4830,0.4626,0.4374,0.4262,0.4102,0.3926,0.3949,0.4156,0.4534,0.5094,0.5732,0.6258,0.6679,0.6897,0.6970
0.8184,0.8093,0.7690,0.7240,0.6768,0.6475,0.6231,0.6019,0.5769,0.5393,0.4817,0.4112,0.3321,0.2547,0.1920,0.1592,0.1604,0.1941,0.2525,0.3223,0.4064,0.4778,0.5334,0.5606,0.5507,0.5150,0.4665,0.4279,0.4083,0.4252,0.4446,0.4634,0.4690,0.4706,0.4697,0.4872,0.5216,0.5587,0.5784,0.5743,0.5477,0.5181,0.4973,0.4994,0.5206,0.5508,0.5785,0.5910,0.5875,0.5678,0.5465,0.5364,0.5461,0.5744,0.6233,0.6648,0.6882,0.6939,0.6763,0.6460,0.6210,0.5919,0.5558,0.5218,0.4808,0.4387,0.4096,0.4041,0.4268,0.4721,0.5271,0.5788,0.6241,0.6446,0.6508
0.8519,0.8468,0.8142,0.7799,0.7393,0.7082,0.6755,0.6452,0.6091,0.5637,0.5051,0.4389,0.3621,0.2871,0.2235,0.1855,0.1752,0.1994,0.2503,0.3161,0.3950,0.4633,0.5155,0.5404,0.5295,0.4966,0.4534,0.4249,0.4145,0.4331,0.4538,0.4750,0.4730,0.4674,0.4634,0.4734,0.4961,0.5254,0.5342,0.5263,0.5046,0.4800,0.4639,0.4709,0.4878,0.5072,0.5251,0.5300,0.5237,0.5033,0.4822,0.4711,0.4805,0.5075,0.5577,0.6115,0.6564,0.6849,0.6985,0.6993,0.6901,0.6680,0.6328,0.5854,0.5221,0.4568,0.4087,0.3884,0.3994,0.4383,0.4938,0.5437,0.5885,0.6077,0.6150
0.8598,0.8532,0.8271,0.8094,0.7789,0.7486,0.7166,0.6859,0.6443,0.5976,0.5411,0.4803,0.4093,0.3368,0.2736,0.2349,0.2175,0.2303,0.2742,0.3279,0.3884,0.4444,0.4874,0.5046,0.4966,0.4792,0.4531,0.4386,0.4390,0.4638,0.4915,0.5190,0.5157,0.5068,0.4946,0.4849,0.4826,0.4956,0.4955,0.4877,0.4700,0.4532,0.4448,0.4505,0.4550,0.4644,0.4726,0.4722,0.4678,0.4579,0.4411,0.4259,0.4279,0.4442,0.4860,0.5400,0.5965,0.6463,0.6887,0.7128,0.7213,0.7083,0.6670,0.6071,0.5259,0.4418,0.3860,0.3635,0.3686,0.4078,0.4651,0.5118,0.5529,0.5723,0.5786
